station_name,hour,day_of_week_num,actual_rides,predicted_rides
Halsted St & Polk St,14,3,2,1.5173967598243647
Sedgwick St & Huron St,9,6,1,1.2318816972868711
Dearborn Pkwy & Delaware Pl,20,1,1,1.427466944532927
New St & Illinois St,12,3,2,1.602135193201023
Albany Ave & Bloomingdale Ave,10,0,1,1.0966072295270297
Kingsbury St & Kinzie St,12,1,1,1.5416884308501964
LaSalle St & Illinois St,8,2,1,1.200033987991516
Clark St & 9th St (AMLI),12,1,1,1.2315778606901815
Damen Ave & Walnut (Lake) St,8,3,1,1.2037568695094816
Clarendon Ave & Gordon Ter,21,3,1,1.2102699604681717
Montrose Harbor,14,3,1,1.1217928250794458
Clark St & Wellington Ave,16,5,1,1.372134573872993
Wells St & Concord Ln,16,0,3,1.9407119180531611
Rush St & Cedar St,21,1,1,1.1998676540222766
Clark St & Wrightwood Ave,14,5,1,1.3312351630288322
Aberdeen St & Monroe St,14,5,2,1.1729089993727708
McClurg Ct & Erie St,14,1,5,1.573562129665455
Milwaukee Ave & Grand Ave,5,1,1,1.0614388658037197
Wells St & Evergreen Ave,16,3,1,1.4480473016879012
Lakeview Ave & Fullerton Pkwy,7,4,2,1.298225307866184
Canal St & Adams St,14,4,1,1.2894300791040727
Larrabee St & Webster Ave,7,4,1,1.1864806990149857
Damen Ave & Chicago Ave,16,3,1,1.3696421253599806
Clark St & Wellington Ave,12,0,1,1.1929772497246471
Wells St & Huron St,22,0,1,1.1011719099865076
Sheridan Rd & Columbia Ave,19,2,1,1.2447293842707992
Clark St & Newport St,10,2,1,1.2015667812566986
Larrabee St & Webster Ave,18,2,2,1.2811694270564582
Sedgwick St & Schiller St,17,2,2,1.377154010505132
Damen Ave & Grand Ave,12,1,1,1.1466604346606182
Green St & Madison St,9,5,3,1.570656649035519
Michigan Ave & 14th St,7,3,1,1.4653897454872526
Albany Ave & Montrose Ave,15,5,1,1.4144126813156441
Millennium Park,19,0,1,1.1805392635627725
Broadway & Waveland Ave,13,6,3,1.8915193001443007
May St & Taylor St,11,3,1,1.285879717946701
Michigan Ave & 14th St,17,5,1,1.2332360077474673
Lakeview Ave & Fullerton Pkwy,16,4,1,1.5233862139437004
Sheridan Rd & Montrose Ave,22,6,1,1.0648244018029092
Dodge Ave & Mulford St,16,3,1,1.1368045962166742
Orleans St & Chestnut St (NEXT Apts),13,2,1,1.1361031954288088
Lamon Ave & Belmont Ave,13,1,1,1.1007252196974893
Daley Center Plaza,16,4,4,2.141398360411518
Larrabee St & Menomonee St,9,2,1,1.1193781506326774
Franklin St & Chicago Ave,16,1,1,1.6262800063339875
Leavitt St & Armitage Ave,16,0,1,1.2217106065967156
Halsted St & Willow St,12,4,1,1.667470128003523
Shedd Aquarium,15,1,1,1.7051437807003875
Halsted St & Willow St,14,0,1,1.1936630245941702
Halsted St & Wrightwood Ave,16,5,2,1.3712778997076893
Cityfront Plaza Dr & Pioneer Ct,12,4,2,1.6235075537259833
Clinton St & Washington Blvd,14,0,1,1.2109965728715728
Ritchie Ct & Banks St,12,2,2,1.3137800741940209
St. Clair St & Erie St,10,1,3,1.3163306632256633
Morgan St & Polk St,21,1,3,1.178576823150678
Federal St & Polk St,12,6,2,1.2695479315725477
Clybourn Ave & Division St,16,5,1,1.3665205387852737
Sheffield Ave & Waveland Ave,7,4,1,1.2067750688826022
Loomis St & Lexington St,14,4,4,2.300936574046868
Dearborn Pkwy & Delaware Pl,1,5,1,1.455554197441611
Broadway & Thorndale Ave,22,5,1,1.101383935307821
Lake Park Ave & 47th St,7,0,1,1.1390226354958914
Broadway & Argyle St,15,3,1,1.3333290705835938
Western Ave & 62nd St,10,0,1,1.0933744709063402
Wolcott Ave & Polk St,22,4,1,1.1341012823819026
Western Ave & Division St,20,6,1,1.1094034607605496
Clark St & Newport St,20,6,1,1.1141791109845862
State St & 33rd St,14,2,2,1.4208410247285423
Western Ave & Walton St,7,1,1,1.1847470316031836
Morgan St & Lake St,17,2,1,2.1492444870675764
Milwaukee Ave & Grand Ave,16,2,2,2.116974538576318
Kingsbury St & Erie St,16,3,1,1.798577742583995
Michigan Ave & Pearson St,15,5,2,1.4144126813156441
LaSalle St & Washington St,6,0,1,1.0898273090881414
Shore Dr & 55th St,11,4,1,1.2234614732676876
Pine Grove Ave & Irving Park Rd,20,1,3,1.2013160511517504
Lincoln Ave & Belmont Ave,11,6,1,1.19144823442878
Dearborn St & Monroe St,13,5,2,1.3932521396582993
Ada St & Washington Blvd,17,2,1,1.416000877254885
Orleans St & Chestnut St (NEXT Apts),0,6,2,1.1700814970049658
Manor Ave & Leland Ave,20,3,1,1.1662101100161524
Logan Blvd & Elston Ave,20,3,1,1.1454423321855185
LaSalle St & Jackson Blvd,15,3,2,1.6409590294260152
Racine Ave & Randolph St,1,5,1,1.455554197441611
Racine Ave & Washington Blvd,6,1,1,1.1157977609137744
LaSalle St & Illinois St,14,6,1,1.2763179068874018
DuSable Lake Shore Dr & Wellington Ave,9,6,1,1.3086724263238627
Franklin St & Illinois St,17,1,5,1.9349183364108649
Franklin St & Jackson Blvd,5,0,2,1.4696924808575602
Clinton St & Madison St,14,0,1,1.481046772585859
Wells St & Concord Ln,14,3,1,1.7639895529307297
Dearborn Pkwy & Delaware Pl,10,1,2,1.352079924953165
Humboldt Blvd & Armitage Ave,18,2,1,1.1113297412686514
Wabash Ave & Roosevelt Rd,8,3,1,1.3962136583011158
Seeley Ave & Roscoe St,14,5,1,1.1693398922172376
Halsted St & Clybourn Ave,11,5,2,1.5573461354346478
Evans Ave & 75th St,14,2,1,1.1151238744036696
State St & 35th St,13,1,1,1.104928165936226
Chicago Ave & Sheridan Rd,9,6,1,1.1310391346120203
Clarendon Ave & Gordon Ter,8,3,1,1.2842907944896262
Lake Park Ave & 53rd St,16,2,1,1.1143013967915931
Stockton Dr & Wrightwood Ave,18,0,1,1.2237946988208255
Larrabee St & Kingsbury St,9,2,1,1.718133630822155
Jefferson St & Monroe St,12,5,1,1.2188175276569282
Morgan St & 31st St,7,3,1,1.1447495573048285
California Ave & Cortez St,17,1,2,1.2018879939848857
University Ave & 57th St,13,5,1,1.4469186246330208
Stockton Dr & Wrightwood Ave,19,1,1,1.2389599599540508
Pine Grove Ave & Waveland Ave,15,2,1,1.352471570527087
Ogden Ave & Race Ave,20,0,1,1.1242831229225805
Southport Ave & Clybourn Ave,16,2,1,1.1536497636568497
Troy St & North Ave,7,5,1,1.1121585391577498
Paulina St & 18th St,21,6,1,1.0884932502672275
Damen Ave & Pierce Ave,16,0,1,1.625516486057779
Sheffield Ave & Fullerton Ave,12,3,2,1.8928685408588661
DuSable Lake Shore Dr & Monroe St,13,3,5,1.5177021678620235
LaSalle Dr & Huron St,17,0,2,2.7764144627704668
Clybourn Ave & Division St,15,0,1,1.2063751568792451
Franklin St & Chicago Ave,7,4,3,1.6646035284580902
Broadway & Cornelia Ave,15,1,1,1.2462193602889469
Western Ave & Howard St,8,0,1,1.1435549647867602
Franklin St & Adams St (Temp),11,4,1,1.3575099416338852
Sheridan Rd & Irving Park Rd,0,4,1,1.104456119185448
Sedgwick St & North Ave,10,1,1,1.5636124096778719
Clark St & Bryn Mawr Ave,14,5,2,1.1887129121345696
Leavitt St & Chicago Ave,18,6,1,1.1546906381751025
Lake Park Ave & 56th St,17,0,1,1.2164119640503555
Canal St & Madison St,5,1,1,1.0690807366930009
Loomis St & Jackson Blvd,15,2,2,1.3245279369023755
Throop St & Taylor St,16,4,1,1.2536236140315806
Damen Ave & Chicago Ave,4,5,1,1.0487502440997423
Burnham Harbor,14,5,2,1.1876776022939657
Delano Ct & Roosevelt Rd,15,6,1,1.2632488713590364
Clark St & Berwyn Ave,18,6,1,1.1546906381751025
Rhodes Ave & 32nd St,7,5,1,1.1004980827783433
LaSalle St & Illinois St,19,1,1,2.1289233405049606
Ellis Ave & 55th St,9,2,2,1.9405505984850617
Ashland Ave & Blackhawk St,16,4,1,1.525951499300962
Clark St & Winnemac Ave,1,5,1,1.455716919335102
Clifton Ave & Armitage Ave,10,5,3,1.0991247633254326
McClurg Ct & Erie St,5,3,1,1.0410506100452102
Clarendon Ave & Junior Ter,14,4,1,1.1945252440972285
Franklin St & Illinois St,20,3,1,1.1834109169269824
Calumet Ave & 33rd St,10,2,1,1.1984994101024846
Clarendon Ave & Leland Ave,13,2,1,1.12729302513935
Wabash Ave & Roosevelt Rd,14,3,3,1.327986535024838
Columbus Dr & Randolph St,10,4,2,1.3527005859238688
Franklin St & Adams St (Temp),13,2,1,1.967699332013777
Desplaines St & Randolph St,17,1,3,2.6635676911749147
Central Park Ave & North Ave,17,6,1,1.2281812242548829
Elston Ave & Cortland St,9,3,1,1.2494068230686455
Field Blvd & South Water St,16,0,1,1.220548769848357
Kilpatrick Ave & Grand Ave,14,1,2,1.1029641334993479
Wells St & Elm St,22,3,1,1.3839621573257674
LaSalle Dr & Huron St,15,2,1,1.4241510441012806
Albany Ave & Bloomingdale Ave,18,0,1,1.2306996489066817
Sedgwick St & Huron St,7,1,2,1.5779051479335866
Sedgwick St & Schiller St,20,2,1,1.217733256199602
Michigan Ave & 8th St,12,5,1,1.619811829431782
Broadway & Cornelia Ave,9,6,1,1.237019241427283
Clinton St & Tilden St,17,3,1,1.2857106345331062
Franklin St & Jackson Blvd,9,1,1,1.3473413520819204
Ada St & Washington Blvd,11,1,1,1.1222310808908063
Campbell Ave & Montrose Ave,10,6,1,1.1841874924997022
State St & 33rd St,17,3,3,1.6127398015437873
Bissell St & Armitage Ave,16,4,1,1.435605809063348
Broadway & Wilson - Truman College Vaccination Site,17,0,1,1.275294721295557
Clark St & 9th St (AMLI),14,5,1,1.1661593154533925
Southport Ave & Clybourn Ave,19,2,1,1.2447293842707992
Southport Ave & Waveland Ave,12,2,2,1.86235044098114
LaSalle St & Illinois St,0,4,1,1.048962060164757
State St & Kinzie St,20,5,1,1.1220083370531184
Wabash Ave & Adams St,15,3,1,1.3376147848693083
Ravenswood Ave & Irving Park Rd,12,0,1,1.1635642845446914
Wells St & Concord Ln,23,5,1,1.5476659526921113
Dearborn St & Van Buren St,11,0,1,1.3746787696585994
Dearborn St & Van Buren St,6,0,2,1.0916873509481835
Kedzie Ave & Bryn Mawr Ave,9,4,1,1.123278765931061
Broadway & Barry Ave,13,6,3,1.2897240197882616
Wood St & Milwaukee Ave,23,4,1,1.097832559601484
Ogden Ave & Congress Pkwy,17,0,1,1.3033288940353271
Wabash Ave & Roosevelt Rd,19,3,3,1.2706297978365888
Desplaines St & Jackson Blvd,14,6,1,1.6750408553537424
Troy St & North Ave,13,3,1,1.0910795043563914
Clinton St & Madison St,20,5,1,1.572062359058406
Franklin St & Lake St,17,1,2,4.660380616437152
Sheridan Rd & Buena Ave,9,1,1,1.1768929838408755
Halsted St & Clybourn Ave,17,2,1,1.8708934633704726
Canal St & Adams St,11,5,1,1.3832567458827052
Sheffield Ave & Waveland Ave,10,6,1,1.1853733924183887
Clarendon Ave & Gordon Ter,10,5,1,1.1684658616271828
Damen Ave & Pierce Ave,7,3,1,1.3133813357339568
Clark St & Wrightwood Ave,14,6,3,1.2806464045262584
Clarendon Ave & Junior Ter,18,3,1,1.2659379971184739
Wentworth Ave & Cermak Rd,14,1,3,1.107211024333065
New St & Illinois St,20,0,1,1.782913560234647
Broadway & Berwyn Ave,17,5,1,1.2316231045216608
Lawndale Ave & 16th St,14,6,1,1.1720571213554976
Cornell Ave & Hyde Park Blvd,7,5,1,1.1318551937092942
McClurg Ct & Erie St,19,0,1,1.445513410606401
Emerald Ave & 31st St,9,4,1,1.1244251073944758
Larrabee St & Menomonee St,15,0,1,1.1889812639912452
Orleans St & Hubbard St,18,4,1,1.5264173400336143
Shore Dr & 55th St,17,5,1,1.239464722917746
Sheffield Ave & Webster Ave,14,2,1,1.2640351125110414
Broadway & Cornelia Ave,7,0,2,1.3061275310920277
Elizabeth (May) St & Fulton St,12,4,1,1.1304766535448652
Southport Ave & Waveland Ave,0,6,1,1.1700814970049658
Walsh Park,17,1,1,1.287279065299257
Clarendon Ave & Junior Ter,19,2,2,1.2447293842707992
Damen Ave & Charleston St,16,5,1,1.3583480130419274
Michigan Ave & Pearson St,17,2,3,1.7650458182617188
Kedzie Ave & Palmer Ct,10,2,1,1.1291207340308678
Kingsbury St & Kinzie St,18,3,10,4.673619837650644
DuSable Lake Shore Dr & Wellington Ave,9,2,1,1.4117707953214815
State St & Randolph St,15,5,4,1.7310509896240711
Mies van der Rohe Way & Chicago Ave,16,0,1,2.3977005940609857
Green St & Madison St,10,6,1,1.8250637365730236
Halsted St & Wrightwood Ave,17,1,1,1.8564571644099725
Lincoln Ave & Sunnyside Ave,19,2,1,1.2447293842707992
Michigan Ave & 8th St,7,3,1,1.2920047959653107
State St & 35th St,15,2,1,1.2600376556490043
Pine Grove Ave & Irving Park Rd,2,6,1,1.0990465687983515
Troy St & North Ave,13,5,1,1.1893541484836443
Lake Park Ave & 53rd St,10,6,1,1.1702747366805102
Clark St & Winnemac Ave,5,2,1,1.4016279727205743
Halsted St & Clybourn Ave,19,1,1,1.3024054047977
Clinton St & Roosevelt Rd,20,6,1,1.1094034607605496
Lincoln Park Conservatory,15,3,1,1.33870760165704
Wabash Ave & 9th St,10,5,1,1.1177315027709736
Canal St & Adams St,15,2,1,1.8456947944019608
Troy St & North Ave,18,1,1,1.191456355978731
Lake Park Ave & 56th St,10,3,1,1.2018444244843607
Clarendon Ave & Gordon Ter,14,2,2,1.3142142983694802
Clark St & Elm St,12,6,1,1.857369515761156
Noble St & Milwaukee Ave,7,4,1,1.3579232397264636
Franklin St & Monroe St,16,2,2,3.64018946022158
Daley Center Plaza,17,2,2,4.001995506944036
Pine Grove Ave & Irving Park Rd,1,5,1,1.455554197441611
Kedzie Ave & Palmer Ct,10,4,1,1.0966365652357242
Aberdeen St & Jackson Blvd,15,4,1,1.3678867428224997
Damen Ave & Pierce Ave,22,6,1,1.4004638250858747
Milwaukee Ave & Rockwell St,16,3,1,1.2160916751996789
Kingsbury St & Erie St,21,0,1,1.1630505296378644
Chicago Ave & Sheridan Rd,11,1,1,1.1176067146171254
Wilton Ave & Diversey Pkwy,17,0,2,2.232373778816542
Mulligan Ave & Wellington Ave,14,0,1,1.1018050115683815
Orleans St & Merchandise Mart Plaza,7,1,1,1.3730053046886415
Kingsbury St & Kinzie St,17,0,2,5.757541903701735
Ashland Ave & Division St,12,4,2,1.8902771776726885
Southport Ave & Clybourn Ave,11,3,2,1.2255150616876938
Halsted St & Polk St,19,4,2,1.7847295466874058
Orleans St & Chestnut St (NEXT Apts),16,2,1,1.4115229380535166
Ravenswood Ave & Lawrence Ave,15,1,4,1.2812950861991488
Sedgwick St & Huron St,18,1,2,1.8687618113390285
Ogden Ave & Chicago Ave,16,0,1,1.3192871295404536
Troy St & Elston Ave,18,2,1,1.1046043000432102
Clinton St & Jackson Blvd,5,4,1,1.0892517628614884
Clark St & Wellington Ave,16,2,1,1.5457767494503794
Franklin St & Illinois St,8,6,1,1.2642561654480393
Clark St & Randolph St,1,5,1,1.455554197441611
Wells St & Huron St,8,3,1,2.6932861415330454
Campbell Ave & Montrose Ave,20,1,1,1.2065695055905044
Peoria St & Jackson Blvd,12,3,1,1.4887686734380938
Damen Ave & Charleston St,13,5,1,1.1772074186862012
Racine Ave & Belmont Ave,21,2,1,1.1211465917959413
Paulina St & 18th St,23,1,1,1.0560045268174578
Desplaines St & Kinzie St,18,3,1,2.110995185760531
Field Blvd & South Water St,13,5,1,1.2629421835521033
Wolcott Ave & Polk St,11,2,1,1.4116080687060832
Paulina St & Flournoy St,11,1,2,1.2061712512904963
Dearborn St & Erie St,20,0,2,1.66014042378153
Orleans St & Chestnut St (NEXT Apts),9,2,1,1.1189758686458242
Orleans St & Chestnut St (NEXT Apts),10,2,1,1.1183972219774108
Kedzie Ave & Harrison St,18,3,1,1.1443039834649906
Clark St & Ida B Wells Dr,10,1,1,1.1066886751583411
New St & Illinois St,14,0,1,1.2190329797647923
Western Ave & Monroe St,14,4,1,1.1130107504392892
Larrabee St & Kingsbury St,7,1,3,2.539575313317573
Racine Ave & Belmont Ave,19,1,1,1.222736495082406
Rush St & Superior St,20,1,1,1.209550884692889
Wabash Ave & Roosevelt Rd,19,5,1,1.277009364349184
Michigan Ave & Jackson Blvd,7,1,1,1.1499107528566948
Ritchie Ct & Banks St,18,0,2,1.5518940172370623
Aberdeen St & Randolph St,9,3,1,1.2189929543690172
Wabash Ave & 16th St,14,0,2,1.1836724798692604
Halsted St & Wrightwood Ave,6,0,1,1.1796133577010912
Archer (Damen) Ave & 37th St,13,5,1,1.1893541484836443
Wallace St & 35th St,17,1,1,1.202724760980868
Elizabeth (May) St & Fulton St,8,2,1,1.1332361934243382
Clark St & Bryn Mawr Ave,1,1,1,1.0367608502608503
Western Ave & 21st St,11,5,1,1.1807857716043615
Broadway & Belmont Ave,7,3,1,1.9360367836391823
Western Ave & Walton St,9,3,1,1.1919365370979422
W Oakdale Ave & N Broadway,12,5,1,1.1873708713176052
Lincoln Ave & Fullerton Ave,16,4,1,1.8035301963454067
State St & 33rd St,17,4,1,1.6231253205285296
LaSalle St & Illinois St,12,6,2,1.3874038357547658
Mies van der Rohe Way & Chestnut St,17,4,1,1.639857552964751
Michigan Ave & 8th St,0,5,3,1.4626104592660862
Broadway & Waveland Ave,18,0,1,1.5079538362807015
Ellis Ave & 60th St,14,4,1,1.9306172572267781
Lincoln Ave & Addison St,22,4,1,1.1174851654901041
Mies van der Rohe Way & Chestnut St,12,3,2,1.3640008970756796
Racine Ave & 35th St,16,4,1,1.180059849982925
Broadway & Cornelia Ave,3,0,1,1.0
Wentworth Ave & Cermak Rd,10,1,1,1.075637451652757
Michigan Ave & Oak St,16,4,2,1.4447395761010653
Clark St & Lake St,13,1,1,1.0886624093732435
Clark St & Elm St,9,6,1,1.6603749370254781
Halsted St & 47th Pl,18,3,1,1.1443039834649906
Kingsbury St & Kinzie St,8,3,3,3.7119002607729374
McClurg Ct & Erie St,17,3,4,3.1532790666505846
Milwaukee Ave & Grand Ave,6,3,3,1.183074109611422
Clark St & Lake St,12,6,1,1.2155797703313656
Calumet Ave & 18th St,8,4,1,1.1318673415650506
Aberdeen St & Randolph St,16,1,3,1.917024615758564
Wells St & Elm St,8,1,3,2.630888433676746
Kedzie Ave & Milwaukee Ave,17,0,1,1.2347728277272154
Damen Ave & Chicago Ave,22,6,1,1.0648244018029092
Milwaukee Ave & Grand Ave,11,5,1,1.2165218161386948
Larrabee St & Division St,5,1,2,1.6074824423527714
Western Ave & Congress Pkwy,16,4,1,1.2269908033058123
Michigan Ave & Lake St,23,3,1,1.208456285937326
Michigan Ave & Oak St,16,1,1,1.3194842676317118
McClurg Ct & Erie St,14,3,1,1.8591643360078163
Streeter Dr & Grand Ave,6,4,1,1.3370164018372392
Rush St & Cedar St,11,6,1,1.4687033985832876
Southport Ave & Irving Park Rd,19,5,1,1.3408899850062028
Ellis Ave & 55th St,19,5,1,2.4700068076739274
Halsted St & Roscoe St,19,4,1,1.6328054038107174
Normal Ave & Archer Ave,13,3,1,1.0971076150247843
Canal St & Taylor St,14,6,1,1.2561174776716624
Wabash Ave & 16th St,20,5,1,1.12723311544022
Ada St & Washington Blvd,17,0,2,1.203406015457108
Streeter Dr & Grand Ave,12,1,1,1.6974062751900716
Campbell Ave & North Ave,13,2,1,1.1125104302851117
Southport Ave & Wrightwood Ave,17,3,1,1.1812475201070742
Clinton St & Madison St,19,0,3,2.3017358413911335
Western Ave & Winnebago Ave,11,0,1,1.1507637338533887
Broadway & Belmont Ave,19,4,1,1.2374390881708712
Halsted St & Polk St,16,2,1,2.491751561546659
Sheffield Ave & Fullerton Ave,0,5,3,1.871607566722652
Lake Park Ave & 56th St,6,0,1,1.0898273090881414
Damen Ave & Melrose Ave,14,3,1,1.1217928250794458
Damen Ave & Chicago Ave,12,0,1,1.2657970281676356
Columbus Dr & Randolph St,7,4,2,2.4174222117751527
Aberdeen St & Randolph St,23,1,1,1.034848128998207
Dayton St & North Ave,17,1,1,1.571467932531802
South Shore Dr & 71st St,17,2,1,1.1340535548460782
Broadway & Sheridan Rd,19,1,1,1.8366813222669953
Dearborn St & Van Buren St,18,3,1,1.2837422973318393
Larrabee St & Armitage Ave,11,3,1,1.334784885706533
Larrabee St & Armitage Ave,9,3,1,1.2419867725287386
Ellis Ave & 60th St,12,0,1,2.253463673839061
Peoria St & Jackson Blvd,12,5,1,1.5835555096693468
Emerald Ave & 28th St,7,0,2,1.1390226354958914
Wabash Ave & 9th St,20,0,1,1.236353810474668
Lincoln Ave & Diversey Pkwy,20,3,1,1.1914407865519079
Halsted St & Clybourn Ave,18,6,1,1.3043178872274979
Michigan Ave & Lake St,11,1,1,1.1883453729857905
Mies van der Rohe Way & Chicago Ave,10,3,2,1.1785564497547132
DuSable Lake Shore Dr & Diversey Pkwy,10,2,1,1.1888426973377586
Lake Park Ave & 56th St,12,3,1,1.1937745560280044
Wood St & Milwaukee Ave,17,5,1,1.2332360077474673
Ashland Ave & Grand Ave,8,3,1,1.4223378965879423
Wabash Ave & Roosevelt Rd,9,0,1,1.234506296880881
Halsted St & Polk St,16,4,1,2.11019872152833
Franklin St & Monroe St,8,2,1,1.2384538756135373
New St & Illinois St,15,4,1,1.3225797522770926
Wells St & Polk St,5,2,2,1.1210783569503828
Sheffield Ave & Kingsbury St,20,4,1,1.1615704437378864
Sheridan Rd & Montrose Ave,6,0,2,1.102256590684938
Rush St & Cedar St,7,1,1,1.665799197226927
Sheffield Ave & Kingsbury St,19,3,1,1.2879097884486164
Damen Ave & Pierce Ave,22,3,1,1.302537454355106
Pine Grove Ave & Waveland Ave,18,2,1,1.4457556532461937
Damen Ave & Thomas St (Augusta Blvd),8,2,1,1.220161500155651
Larrabee St & Armitage Ave,8,1,1,1.3246274333548593
State St & Van Buren St,10,0,1,1.114845979467105
Southport Ave & Clybourn Ave,0,2,1,1.024777623404773
Dearborn St & Monroe St,17,2,3,4.190063838938838
Racine Ave & Congress Pkwy,20,6,1,1.1094034607605496
Dearborn St & Van Buren St,6,0,1,1.0916873509481835
LaSalle Dr & Huron St,19,0,2,1.236767619257792
Lincoln Ave & Fullerton Ave,9,6,1,1.209900033780696
Sedgwick St & Webster Ave,15,3,1,1.346186213440737
Ashland Ave & Chicago Ave,17,0,1,1.2296278537852414
Southport Ave & Waveland Ave,14,5,2,1.5882603869814016
Dorchester Ave & 49th St,12,0,1,1.1635642845446914
McCormick Place,7,2,1,1.1449547855389495
Clark St & Berwyn Ave,16,1,3,1.1922484811388208
Broadway & Berwyn Ave,9,1,1,1.223408935777706
Fairbanks Ct & Grand Ave,14,6,4,1.1892571272004957
Western Ave & Winnebago Ave,13,1,1,1.106205373346657
Clark St & Drummond Pl,21,1,1,1.1601361521641107
Bissell St & Armitage Ave,11,0,1,1.1507540982401396
Wells St & Hubbard St,21,5,1,1.156906210492364
Delano Ct & Roosevelt Rd,0,3,1,1.0920012476958947
Racine Ave & 18th St,23,4,1,1.0876248534347261
Broadway & Argyle St,16,5,2,1.3999406229915667
Wacker Dr & Washington St,13,0,1,1.1649178429433584
Sheffield Ave & Waveland Ave,13,3,2,1.1678698359184245
Larrabee St & Oak St,12,0,1,1.1758381280842314
Sedgwick St & Webster Ave,7,5,1,1.102965935186651
DuSable Lake Shore Dr & Monroe St,16,2,1,1.5183415898379016
Halsted St & Willow St,14,1,1,1.2447617367572825
DuSable Lake Shore Dr & Diversey Pkwy,6,0,1,1.0898273090881414
Clark St & Columbia Ave,17,6,1,1.2281812242548829
